,CLASS,PACKAGE,KILLED,MEMORY_ERROR,NO_COVERAGE,SURVIVED,TIMED_OUT,Total_Mutant,Mutation_Score,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement_Percentage,Branch_Percentage,CC
338,Kurtosis,org.apache.commons.math3.stat.descriptive.moment,57,0,1,6,0,64,89.0625,6,245,3,13,3,49,4,14,1,9,94.23076923076923,81.25,18
339,LUDecomposition,org.apache.commons.math3.linear,137,0,0,3,0,140,97.85714285714285,0,775,0,92,0,140,0,59,0,13,100.0,100.0,59
340,LaguerreSolver,org.apache.commons.math3.analysis.solvers,49,0,8,22,1,80,62.5,119,468,16,30,22,90,17,20,4,10,80.35714285714286,65.21739130434783,37
341,LaplaceDistribution,org.apache.commons.math3.distribution,28,0,6,13,0,47,59.57446808510638,22,134,3,11,5,24,5,16,2,12,82.75862068965517,78.57142857142857,21
342,LearningFactorFunctionFactory,org.apache.commons.math3.ml.neuralnet.sofm,12,0,0,0,0,12,100.0,3,106,0,8,1,12,1,10,1,6,92.3076923076923,100.0,11
343,LeastSquaresAdapter,org.apache.commons.math3.fitting.leastsquares,7,0,0,0,0,7,100.0,0,35,0,0,0,10,0,8,0,8,100.0,,8
344,LeastSquaresBuilder,org.apache.commons.math3.fitting.leastsquares,13,0,1,0,0,14,92.85714285714286,5,90,0,0,2,22,1,14,1,14,91.66666666666666,,15
345,LeastSquaresConverter,org.apache.commons.math3.optim.nonlinear.scalar,18,0,0,0,0,18,100.0,50,350,6,30,6,70,6,20,0,8,92.10526315789474,83.33333333333334,26
346,LeastSquaresConverter,org.apache.commons.math3.optimization,18,0,0,0,0,18,100.0,50,350,6,30,6,70,6,20,0,8,92.10526315789474,83.33333333333334,26
347,LeastSquaresFactory,org.apache.commons.math3.fitting.leastsquares,30,1,8,2,0,41,75.60975609756099,93,302,1,15,12,67,12,30,11,23,84.81012658227847,93.75,42
348,LegendreGaussIntegrator,org.apache.commons.math3.analysis.integration,28,0,0,3,0,31,90.32258064516128,30,447,1,12,4,68,2,12,1,5,94.44444444444444,92.3076923076923,14
349,LegendreHighPrecisionRuleFactory,org.apache.commons.math3.analysis.integration.gauss,1,0,0,37,0,38,2.631578947368421,0,514,0,24,0,98,0,15,0,3,100.0,100.0,15
350,LegendreRuleFactory,org.apache.commons.math3.analysis.integration.gauss,73,0,0,0,0,73,100.0,0,321,0,24,0,61,0,14,0,2,100.0,100.0,14
351,LevenbergMarquardtOptimizer,org.apache.commons.math3.fitting.leastsquares,350,0,7,44,0,401,87.28179551122194,262,6159,56,554,46,1092,56,290,5,36,95.95782073813707,90.81967213114754,346
352,LevenbergMarquardtOptimizer,org.apache.commons.math3.optim.nonlinear.vector.jacobian,342,0,3,46,1,392,87.5,262,6159,56,554,46,1092,56,290,5,36,95.95782073813707,90.81967213114754,346
353,LevenbergMarquardtOptimizer,org.apache.commons.math3.optimization.general,337,0,3,48,1,389,86.88946015424166,262,6159,56,554,46,1092,56,290,5,36,95.95782073813707,90.81967213114754,346
354,LevyDistribution,org.apache.commons.math3.distribution,34,0,5,5,0,44,77.27272727272727,18,131,3,7,7,26,6,14,3,12,78.78787878787878,70.0,20
355,LimitAngle,org.apache.commons.math3.geometry.spherical.oned,14,0,1,1,0,16,87.5,4,75,1,5,1,15,2,12,1,10,93.75,83.33333333333334,14
356,Line,org.apache.commons.math3.geometry.euclidean.threed,34,0,4,8,0,46,73.91304347826086,165,926,10,28,38,157,20,60,11,50,80.51282051282051,73.68421052631578,80
357,Line,org.apache.commons.math3.geometry.euclidean.twod,72,0,13,18,0,103,69.90291262135922,165,926,10,28,38,157,20,60,11,50,80.51282051282051,73.68421052631578,80
358,LineSearch,org.apache.commons.math3.optim.nonlinear.scalar,8,0,0,0,0,8,100.0,0,137,0,2,0,20,0,5,0,4,100.0,100.0,5
359,LinearConstraint,org.apache.commons.math3.optim.linear,14,0,7,3,0,24,58.33333333333334,134,160,13,11,33,45,16,18,5,17,57.692307692307686,45.83333333333333,34
360,LinearConstraint,org.apache.commons.math3.optimization.linear,12,0,10,2,0,24,50.0,134,160,13,11,33,45,16,18,5,17,57.692307692307686,45.83333333333333,34
361,LinearConstraintSet,org.apache.commons.math3.optim.linear,1,0,0,0,0,1,100.0,29,17,2,0,4,5,2,2,1,2,55.55555555555556,0.0,4
362,LinearInterpolator,org.apache.commons.math3.analysis.interpolation,16,0,0,1,0,17,94.11764705882351,0,108,0,8,0,18,0,6,0,2,100.0,100.0,6
363,LinearObjectiveFunction,org.apache.commons.math3.optim.linear,13,0,4,2,0,19,68.42105263157895,36,150,8,8,7,39,11,17,3,17,84.78260869565217,50.0,28
364,LinearObjectiveFunction,org.apache.commons.math3.optimization.linear,12,0,6,2,0,20,60.0,36,150,8,8,7,39,11,17,3,17,84.78260869565217,50.0,28
365,LinearOptimizer,org.apache.commons.math3.optim.linear,8,0,0,0,0,8,100.0,0,64,0,8,0,18,0,10,0,6,100.0,100.0,10
366,ListPopulation,org.apache.commons.math3.genetics,18,0,4,5,0,27,66.66666666666666,36,178,5,17,9,41,4,20,1,12,82.0,77.27272727272727,24
367,LocalizedFormats,org.apache.commons.math3.exception.util,3,0,0,1,0,4,75.0,1,3665,1,1,1,340,1,6,0,6,99.70674486803519,50.0,7
368,LocationFinder,org.apache.commons.math3.ml.neuralnet.twod.util,10,0,0,0,0,10,100.0,4,73,1,5,1,17,1,7,0,5,94.44444444444444,83.33333333333334,8
369,LoessInterpolator,org.apache.commons.math3.analysis.interpolation,102,0,2,13,1,118,87.28813559322035,33,544,4,48,6,110,6,30,2,8,94.82758620689656,92.3076923076923,36
370,Log,org.apache.commons.math3.analysis.function,2,0,1,0,0,3,66.66666666666666,4,9,0,0,1,3,1,3,1,3,75.0,,4
371,Log10,org.apache.commons.math3.analysis.function,0,0,2,1,0,3,0.0,7,6,0,0,2,2,2,2,2,2,50.0,,4
372,Log1p,org.apache.commons.math3.analysis.function,0,0,2,1,0,3,0.0,7,6,0,0,2,2,2,2,2,2,50.0,,4
373,LogNormalDistribution,org.apache.commons.math3.distribution,64,0,0,10,1,75,86.66666666666669,7,283,2,16,2,58,3,28,1,21,96.66666666666667,88.88888888888889,31
374,Logistic,org.apache.commons.math3.analysis.function,36,0,1,5,0,42,85.71428571428571,31,250,0,8,3,38,2,11,2,7,92.6829268292683,100.0,13
375,LogisticDistribution,org.apache.commons.math3.distribution,31,0,7,6,0,44,70.45454545454545,24,122,3,7,5,24,5,14,2,12,82.75862068965517,70.0,19
376,Logit,org.apache.commons.math3.analysis.function,41,0,1,5,0,47,87.23404255319151,39,201,0,20,7,35,3,17,3,7,83.33333333333334,100.0,20
377,LutherFieldIntegrator,org.apache.commons.math3.ode.nonstiff,7,0,0,0,0,7,100.0,0,448,0,2,0,47,0,6,0,5,100.0,100.0,6
378,LutherFieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,3,0,0,2,0,5,60.0,0,778,1,3,0,48,1,4,0,3,100.0,75.0,5
379,LutherStepInterpolator,org.apache.commons.math3.ode.nonstiff,254,0,0,10,0,264,96.21212121212122,0,722,1,7,0,50,1,8,0,5,100.0,87.5,9
380,ManhattanDistance,org.apache.commons.math3.ml.distance,1,0,0,0,0,1,100.0,0,7,0,0,0,2,0,2,0,2,100.0,,2
381,MannWhitneyUTest,org.apache.commons.math3.stat.inference,30,0,0,3,0,33,90.9090909090909,10,184,0,10,3,31,1,11,1,6,91.17647058823529,100.0,12
382,MapUtils,org.apache.commons.math3.ml.neuralnet,9,0,36,1,0,46,19.565217391304348,346,112,32,8,72,28,22,11,6,7,28.000000000000004,20.0,33
383,MathArithmeticException,org.apache.commons.math3.exception,3,0,1,1,0,5,60.0,4,36,0,0,1,10,1,4,1,4,90.9090909090909,,5
384,MathArrays,org.apache.commons.math3.util,518,0,37,65,1,621,83.57487922705316,209,2561,46,245,34,483,37,186,8,68,93.42359767891682,84.19243986254295,223
385,MathIllegalArgumentException,org.apache.commons.math3.exception,3,0,1,0,0,4,75.0,4,21,0,0,1,6,1,3,1,3,85.71428571428571,,4
386,MathIllegalNumberException,org.apache.commons.math3.exception,1,0,0,0,0,1,100.0,0,24,0,0,0,5,0,3,0,3,100.0,,3
387,MathIllegalStateException,org.apache.commons.math3.exception,2,0,2,1,0,5,40.0,19,27,0,0,5,8,2,4,2,4,61.53846153846154,,6
388,MathInternalError,org.apache.commons.math3.exception,0,0,1,0,0,1,0.0,29,0,0,0,7,0,3,0,3,0,0.0,,3
389,MathParseException,org.apache.commons.math3.exception,0,0,1,1,0,2,0.0,18,23,0,0,4,4,1,1,1,1,50.0,,2
390,MathRuntimeException,org.apache.commons.math3.exception,0,0,4,0,0,4,0.0,25,0,0,0,7,0,4,0,4,0,0.0,,4
391,MathUnsupportedOperationException,org.apache.commons.math3.exception,0,0,3,1,0,4,0.0,11,20,0,0,3,6,3,2,3,2,66.66666666666666,,5
392,MathUtils,org.apache.commons.math3.util,54,0,3,27,1,85,64.70588235294117,43,209,22,44,5,38,17,32,1,15,88.37209302325581,66.66666666666666,49
393,MatrixDimensionMismatchException,org.apache.commons.math3.linear,4,0,0,0,0,4,100.0,0,44,0,0,0,8,0,5,0,5,100.0,,5
394,MatrixUtils,org.apache.commons.math3.linear,176,0,13,22,0,211,83.41232227488152,230,1144,42,116,54,243,37,88,3,43,81.81818181818183,73.41772151898735,125
395,Max,org.apache.commons.math3.analysis.function,1,0,0,0,0,1,100.0,6,114,0,12,3,31,1,16,1,10,91.17647058823529,100.0,17
396,Max,org.apache.commons.math3.stat.descriptive.rank,15,0,1,5,0,21,71.42857142857143,6,114,0,12,3,31,1,16,1,10,91.17647058823529,100.0,17
397,MaxCountExceededException,org.apache.commons.math3.exception,2,0,0,0,0,2,100.0,0,30,0,0,0,7,0,3,0,3,100.0,,3
398,MaxEval,org.apache.commons.math3.optim,2,0,1,1,0,4,50.0,11,11,1,1,2,5,2,2,1,2,71.42857142857143,50.0,4
399,MaxIter,org.apache.commons.math3.optim,2,0,1,1,0,4,50.0,11,11,1,1,2,5,2,2,1,2,71.42857142857143,50.0,4
400,Mean,org.apache.commons.math3.stat.descriptive.moment,27,0,2,9,0,38,71.05263157894737,8,181,3,9,4,43,4,14,1,11,91.48936170212765,75.0,18
401,Median,org.apache.commons.math3.stat.descriptive.rank,2,0,1,0,0,3,66.66666666666666,13,29,0,0,3,6,2,4,2,4,66.66666666666666,,6
402,MedianOf3PivotingStrategy,org.apache.commons.math3.util,12,0,0,7,0,19,63.157894736842096,0,66,0,10,0,14,0,7,0,2,100.0,100.0,7
403,MersenneTwister,org.apache.commons.math3.random,104,0,2,7,2,115,92.17391304347828,8,486,1,27,2,74,1,22,0,9,97.36842105263158,96.42857142857143,23
404,MicrosphereInterpolatingFunction,org.apache.commons.math3.analysis.interpolation,26,0,0,7,1,34,79.41176470588233,32,257,8,24,6,55,8,17,0,9,90.1639344262295,75.0,25
405,MicrosphereInterpolator,org.apache.commons.math3.analysis.interpolation,3,0,0,2,0,5,60.0,12,37,2,2,2,10,2,3,0,3,83.33333333333334,50.0,5
406,MicrosphereProjectionInterpolator,org.apache.commons.math3.analysis.interpolation,9,0,0,2,0,11,81.81818181818183,38,108,8,8,6,21,8,5,0,5,77.77777777777779,50.0,13
407,MidPointIntegrator,org.apache.commons.math3.analysis.integration,25,0,0,7,2,34,79.41176470588233,10,145,3,9,3,32,3,8,0,5,91.42857142857143,75.0,11
408,MidpointFieldIntegrator,org.apache.commons.math3.ode.nonstiff,4,0,0,0,0,4,100.0,0,77,0,0,0,13,0,5,0,5,100.0,,5
409,MidpointFieldStepInterpolator,org.apache.commons.math3.ode.nonstiff,4,0,0,1,0,5,80.0,0,128,1,3,0,16,1,4,0,3,100.0,75.0,5
410,MidpointStepInterpolator,org.apache.commons.math3.ode.nonstiff,29,0,0,1,0,30,96.66666666666669,0,150,1,7,0,24,1,7,0,4,100.0,87.5,8
411,MillerUpdatingRegression,org.apache.commons.math3.stat.regression,461,0,61,120,0,642,71.80685358255451,512,2528,66,208,83,429,57,104,2,22,83.7890625,75.91240875912408,161
412,Min,org.apache.commons.math3.analysis.function,1,0,0,0,0,1,100.0,6,114,0,12,3,31,1,16,1,10,91.17647058823529,100.0,17
413,Min,org.apache.commons.math3.stat.descriptive.rank,15,0,1,5,0,21,71.42857142857143,6,114,0,12,3,31,1,16,1,10,91.17647058823529,100.0,17
414,Minus,org.apache.commons.math3.analysis.function,3,0,1,0,0,4,75.0,5,9,0,0,1,3,1,3,1,3,75.0,,4
415,MixtureMultivariateNormalDistribution,org.apache.commons.math3.distribution,3,0,0,0,0,3,100.0,5,48,0,2,2,9,1,4,1,3,81.81818181818183,100.0,5
416,MixtureMultivariateRealDistribution,org.apache.commons.math3.distribution,30,0,1,3,0,34,88.23529411764706,20,238,3,19,2,43,3,14,0,6,95.55555555555556,86.36363636363636,17
417,ModelFunction,org.apache.commons.math3.optim.nonlinear.vector,1,0,0,0,0,1,100.0,0,9,0,0,0,4,0,2,0,2,100.0,,2
418,ModelFunctionJacobian,org.apache.commons.math3.optim.nonlinear.vector,1,0,0,0,0,1,100.0,0,9,0,0,0,4,0,2,0,2,100.0,,2
419,MonotoneChain,org.apache.commons.math3.geometry.euclidean.twod.hull,38,0,0,9,0,47,80.85106382978722,8,264,4,30,2,56,5,19,1,6,96.55172413793103,88.23529411764706,24
420,MullerSolver,org.apache.commons.math3.analysis.solvers,47,0,3,28,0,78,60.256410256410255,11,320,5,31,5,59,6,17,1,4,92.1875,86.11111111111111,23
421,MullerSolver2,org.apache.commons.math3.analysis.solvers,46,0,5,12,2,65,73.84615384615384,19,238,5,15,6,49,6,8,1,3,89.0909090909091,75.0,14
422,MultiDimensionMismatchException,org.apache.commons.math3.exception,2,0,2,0,0,4,50.0,16,36,0,0,4,6,3,3,3,3,60.0,,6
423,MultiDirectionalSimplex,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,16,0,0,1,1,18,94.44444444444444,14,346,0,16,4,84,2,26,2,18,95.45454545454545,100.0,28
424,MultiDirectionalSimplex,org.apache.commons.math3.optimization.direct,16,0,0,1,1,18,94.44444444444444,14,346,0,16,4,84,2,26,2,18,95.45454545454545,100.0,28
425,MultiKMeansPlusPlusClusterer,org.apache.commons.math3.ml.clustering,3,0,3,1,1,8,50.0,9,58,0,4,3,16,3,5,3,3,84.21052631578947,100.0,8
426,MultiStartMultivariateOptimizer,org.apache.commons.math3.optim.nonlinear.scalar,7,0,3,1,0,11,63.63636363636363,11,72,5,3,2,18,4,7,0,7,90.0,37.5,11
427,MultiStartMultivariateVectorOptimizer,org.apache.commons.math3.optim.nonlinear.vector,2,0,3,6,0,11,18.181818181818183,8,94,4,2,2,21,3,8,0,8,91.30434782608695,33.33333333333333,11
